population,n,continuation_count,continuation_rate,neutral_count,neutral_rate,stall_count,stall_rate,friday_return_mean,friday_return_median,friday_excess_mean,friday_excess_median
all_qualified,2448,408,0.16666666666666666,862,0.352124183006536,1178,0.4812091503267974,-0.00013744892507572997,0.0010054442452136002,0.0002672980438839885,-5.298812876475267e-06
pm_top10,460,86,0.18695652173913044,157,0.34130434782608693,217,0.4717391304347826,-0.0003903715199487367,0.00139505182501405,-0.00025192657048620225,0.0004795168310337
